amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,spender_committee_designation,spender_committee_org_type,spender_committee_type,sub_id,transaction_id,two_year_transaction_period,unused_recipient_committee_id
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'Los Angeles', 'committee_id': 'C00095059', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1978-05-05', 'first_file_date': '1978-05-05', 'is_active': True, 'last_cycle_has_activity': 2022, 'last_cycle_has_financial': 2020, 'last_f1_date': '2009-03-31', 'last_file_date': '2021-01-29', 'name': 'L A PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'NNE', 'party_full': 'NONE', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': '.', 'treasurer_name': 'Levin, Irwin', 'zip': '90048'}",C00095059,,,,,,,35.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,256982,F3X,26950746311,21B,Other Federal Operating Expenditures,4110320061071667432,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26950746311,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,M7,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4112220061072333763,B21(B)06/30/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'LOS ANGELES', 'committee_id': 'C00427534', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2006, 'cycles': [2006, 2008, 2010], 'cycles_has_activity': [2006, 2008, 2010], 'cycles_has_financial': [2006, 2008, 2010], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2006-08-17', 'first_file_date': '2006-08-17', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2007-03-22', 'last_file_date': '2010-04-21', 'name': 'IRAQ VETERANS FOR PROGRESS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '555 SOUTH FLOWER STREET SUITE 4210', 'street_2': None, 'treasurer_name': 'TIMOTHY G GOODRICH', 'zip': '90071'}",C00427534,,,,,,,307.61,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,252318,F3X,26960643106,21B,Other Federal Operating Expenditures,4102620061070880121,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26960643106,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,U,,N,4112220061072331986,B21(B)10/21/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA48070'], 'city': 'IRVINE', 'committee_id': 'C00413674', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008, 2010], 'cycles_has_activity': [2006, 2008, 2010], 'cycles_has_financial': [2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2005-07-28', 'first_file_date': '2005-07-28', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2005-07-28', 'last_file_date': '2010-05-04', 'name': 'STEVE YOUNG FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '101 PACIFICA SUITE 240', 'street_2': None, 'treasurer_name': 'DAVID L GOULD', 'zip': '92618'}",C00413674,,,,,,,314.08,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,192557,F3,25971545959,17,Operating Expenditures,4112220051062307468,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?25971545959,IRVINE,,,UNITEMIZED DISBURSEMENTS,CA,92618,,12R,2005,SB,ITEMIZED DISBURSEMENTS,,P,,H,4112220051062342401,B1711/16/2005,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'Los Angeles', 'committee_id': 'C00095059', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1978-05-05', 'first_file_date': '1978-05-05', 'is_active': True, 'last_cycle_has_activity': 2022, 'last_cycle_has_financial': 2020, 'last_f1_date': '2009-03-31', 'last_file_date': '2021-01-29', 'name': 'L A PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'NNE', 'party_full': 'NONE', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': '.', 'treasurer_name': 'Levin, Irwin', 'zip': '90048'}",C00095059,,,,,,,12.34,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,100441,F3X,23992365976,21B,Other Federal Operating Expenditures,4112120031036453046,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992365976,BEVERLY HILLS,,,UNITEMIZED DISBURSEMENTS,CA,90211,,M11,2003,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4112120031036482170,B21(B)10/31/2003,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA48070'], 'city': 'IRVINE', 'committee_id': 'C00413674', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2008, 'cycles': [2006, 2008, 2010], 'cycles_has_activity': [2006, 2008, 2010], 'cycles_has_financial': [2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2005-07-28', 'first_file_date': '2005-07-28', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2005-07-28', 'last_file_date': '2010-05-04', 'name': 'STEVE YOUNG FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '101 PACIFICA SUITE 240', 'street_2': None, 'treasurer_name': 'DAVID L GOULD', 'zip': '92618'}",C00413674,,,,,,,313.95,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,310981,F3,27931580498,17,Operating Expenditures,4111720071082428975,2017-06-01T16:42:03.383133,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?27931580498,IRVINE,,,UNITEMIZED DISBURSEMENTS,CA,92618,,Q3,2007,SB,ITEMIZED DISBURSEMENTS,,P,,H,4111920071082458195,B1709/30/2007,2008,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['P40002552'], 'city': 'CHICAGO', 'committee_id': 'C00385021', 'committee_type': 'P', 'committee_type_full': 'Presidential', 'cycle': 2004, 'cycles': [2004, 2006, 2008, 2010, 2012], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'M', 'first_f1_date': '2003-02-19', 'first_file_date': '2003-02-19', 'is_active': True, 'last_cycle_has_activity': 2012, 'last_cycle_has_financial': 2012, 'last_f1_date': '2003-11-25', 'last_file_date': '2012-04-04', 'name': 'CAROL MOSELEY BRAUN', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IL', 'state_full': 'Illinois', 'street_1': 'PO BOX 16560', 'street_2': None, 'treasurer_name': 'MOTI AGARWAL', 'zip': '60016'}",C00385021,,,,,,,144.45,,UNITEMIZED DISBURSEMENTS,OTHER,,,P2004,,IND,INDIVIDUAL,PRIMARY,2004,151075,F3P,24971906983,23,Operating Expenditures,4111820041045703122,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24971906983,,,,"DISBURSEMENTS, UNITEMIZED",,,,M11,2004,SB,ITEMIZED DISBURSEMENTS,,P,,P,4111920041045737640,2004M102_UD,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'Burlingame', 'committee_id': 'C00371633', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2008, 'cycles': [2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2001-12-20', 'first_file_date': '2001-12-20', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2009-03-29', 'last_file_date': '2009-07-29', 'name': 'DEMOCRATS FOR THE FUTURE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 Park Road', 'street_2': 'Suite E', 'treasurer_name': 'Miller, Russell H.', 'zip': '94010'}",C00371633,,,,,,,5.95,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,310992,F3X,27990936279,21B,Other Federal Operating Expenditures,4111720071082428986,2017-06-01T16:42:03.383133,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?27990936279,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,940104443,,M11,2007,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4111720071082429008,B21(B)10/31/2007,2008,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'Burlingame', 'committee_id': 'C00371633', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2001-12-20', 'first_file_date': '2001-12-20', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2009-03-29', 'last_file_date': '2009-07-29', 'name': 'DEMOCRATS FOR THE FUTURE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 Park Road', 'street_2': 'Suite E', 'treasurer_name': 'Miller, Russell H.', 'zip': '94010'}",C00371633,,,,,,,5.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,251763,F3X,26960635946,21B,Other Federal Operating Expenditures,4102620061070879615,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26960635946,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4111720061072186538,B21(B)10/18/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA10088'], 'city': 'BURLINGAME', 'committee_id': 'C00310706', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1996-01-10', 'first_file_date': '1996-01-10', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2003-08-12', 'last_file_date': '2009-09-22', 'name': 'ELLEN TAUSCHER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD, SUITE E', 'street_2': 'Suite E', 'treasurer_name': 'Pessner, Kirk Alan Mr.', 'zip': '94010'}",C00310706,,,,,,,19.5,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,150744,F3,24962863306,17,Operating Expenditures,4111020041045445010,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962863306,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4111620041045676412,B1710/13/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA10088'], 'city': 'BURLINGAME', 'committee_id': 'C00310706', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1996-01-10', 'first_file_date': '1996-01-10', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2003-08-12', 'last_file_date': '2009-09-22', 'name': 'ELLEN TAUSCHER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD, SUITE E', 'street_2': 'Suite E', 'treasurer_name': 'Pessner, Kirk Alan Mr.', 'zip': '94010'}",C00310706,,,,,,,370.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,150740,F3,24962863231,21,Other Disbursements,4111020041045445008,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962863231,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,Q3,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4111620041045676395,B2109/30/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NORCAL MUTUAL INSURANCE COMPANY', 'candidate_ids': [], 'city': 'BURLINGAME', 'committee_id': 'C00398248', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2004-03-26', 'first_file_date': '2004-03-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-09', 'last_file_date': '2023-07-28', 'name': 'MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE', 'organization_type': 'C', 'organization_type_full': 'Corporation', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD SUITE E', 'street_2': None, 'treasurer_name': 'MILLER, RUSSELL', 'zip': '94010'}",C00398248,,,,,,,7.15,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,191645,F3X,25971463403,21B,Other Federal Operating Expenditures,4111520051062158178,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?25971463403,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,M11,2005,SB,ITEMIZED DISBURSEMENTS,,U,C,Q,4111520051062172948,B21(B)10/31/2005,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'Burlingame', 'committee_id': 'C00371633', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2001-12-20', 'first_file_date': '2001-12-20', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2009-03-29', 'last_file_date': '2009-07-29', 'name': 'DEMOCRATS FOR THE FUTURE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 Park Road', 'street_2': 'Suite E', 'treasurer_name': 'Miller, Russell H.', 'zip': '94010'}",C00371633,,,,,,,9.5,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,191644,F3X,25971463397,21B,Other Federal Operating Expenditures,4111520051062158177,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?25971463397,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,M11,2005,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4111520051062172947,B21(B)10/31/2005,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'COOPERATIVE OF AMERICAN PHYSICIANS-MUTUAL PROTECTION TRUST', 'candidate_ids': [], 'city': 'Los Angeles', 'committee_id': 'C00161604', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1982-09-13', 'first_file_date': '1982-09-13', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-11-17', 'last_file_date': '2023-07-28', 'name': 'COOPERATIVE OF AMERICAN PHYSICIANS - MUTUAL PROTECTION TRUST (CAP-MPT) FEDERAL PAC', 'organization_type': 'M', 'organization_type_full': 'Membership Organization', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '333 South Hope Street', 'street_2': '8th Floor', 'treasurer_name': 'Pessner, Kirk Alan', 'zip': '90071'}",C00161604,,,,,,,100.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,191639,F3X,25980668041,28A,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,4111520051062158172,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?25980668041,LOS ANGELES,,,UNITEMIZED REFUNDS OF CONTRIBUTIONS THIS PERIOD: 10/01/2005 - 10/31/2005,CA,90071,,M11,2005,SB,ITEMIZED DISBURSEMENTS,,U,T,Q,4111520051062172877,B28(A)10/31/2005,2006,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H2CA38062'], 'city': 'LOS ANGELES', 'committee_id': 'C00259374', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1992-01-30', 'first_file_date': '1992-01-30', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2014, 'last_f1_date': '2012-02-09', 'last_file_date': '2015-02-11', 'name': ""MATHEWS FOR CONGRESS '96"", 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 S FLOWER ST STE 4510', 'street_2': 'STE 1500', 'treasurer_name': 'DAVID GOULD', 'zip': '90017'}",C00259374,,,,,,,141.38,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,99476,F3,23992256740,17,Operating Expenditures,4111120031036242389,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992256740,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,Q2,2003,SB,ITEMIZED DISBURSEMENTS,,P,,H,4111320031036270708,B1706/30/2003,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H2CA38062'], 'city': 'LOS ANGELES', 'committee_id': 'C00259374', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1992-01-30', 'first_file_date': '1992-01-30', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2014, 'last_f1_date': '2012-02-09', 'last_file_date': '2015-02-11', 'name': ""MATHEWS FOR CONGRESS '96"", 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 S FLOWER ST STE 4510', 'street_2': 'STE 1500', 'treasurer_name': 'DAVID GOULD', 'zip': '90017'}",C00259374,,,,,,,43.5,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,99474,F3,23992256599,17,Operating Expenditures,4111120031036242388,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992256599,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,Q3,2003,SB,ITEMIZED DISBURSEMENTS,,P,,H,4111220031036252311,B1709/30/2003,2004,
